,SPY
2005-10-24,81.93840789794922
2005-10-25,81.77446746826172
2005-10-26,81.53541564941406
2005-10-27,80.66791534423828
2005-10-28,81.82916259765625
2005-10-31,82.0545425415039
2005-11-01,82.30046081542969
2005-11-02,83.16110229492188
2005-11-03,83.5162582397461
2005-11-04,83.406982421875
2005-11-07,83.48895263671875
2005-11-08,83.48895263671875
2005-11-09,83.59822845458984
2005-11-10,84.24713897705078
2005-11-11,84.53400421142578
2005-11-14,84.4862060546875
2005-11-15,84.17878723144531
2005-11-16,84.34954071044922
2005-11-17,85.13507843017578
2005-11-18,85.46979522705078
2005-11-21,85.90010833740234
2005-11-22,86.26895141601562
2005-11-23,86.76752471923828
2005-11-25,86.83586883544922
2005-11-28,86.22111511230469
2005-11-29,86.12549591064453
2005-11-30,85.66101837158203
2005-12-01,86.53532409667969
2005-12-02,86.64460754394531
2005-12-05,86.46022033691406
2005-12-06,86.6241226196289
2005-12-07,86.1186752319336
2005-12-08,86.06404113769531
2005-12-09,86.28943634033203
2005-12-12,86.37141418457031
2005-12-13,86.95885467529297
2005-12-14,87.30033874511719
2005-12-15,87.04765319824219
2005-12-16,86.76744842529297
2005-12-19,86.32109832763672
2005-12-20,86.40351104736328
2005-12-21,86.54084014892578
2005-12-22,86.9940414428711
2005-12-23,87.04212188720703
2005-12-27,86.15631103515625
2005-12-28,86.34857940673828
2005-12-29,85.96406555175781
2005-12-30,85.49710083007812
2006-01-03,87.00090026855469
2006-01-04,87.41290283203125
2006-01-05,87.46782684326172
2006-01-06,88.19576263427734
2006-01-09,88.42234802246094
2006-01-10,88.51156616210938
2006-01-11,88.79313659667969
2006-01-12,88.44293212890625
2006-01-13,88.36051177978516
2006-01-17,88.12018585205078
2006-01-18,87.76998138427734
2006-01-19,88.10645294189453
2006-01-20,86.49966430664062
2006-01-23,86.80864715576172
2006-01-24,86.89791107177734
2006-01-25,86.97345733642578
2006-01-26,87.45413208007812
2006-01-27,88.26441192626953
2006-01-30,88.19576263427734
2006-01-31,87.55023956298828
2006-02-01,88.16139221191406
2006-02-02,87.13825225830078
2006-02-03,86.70565795898438
2006-02-06,86.9322509765625
2006-02-07,86.1632080078125
2006-02-08,86.94598388671875
2006-02-09,86.80178833007812
2006-02-10,86.95972442626953
2006-02-13,86.80178833007812
2006-02-14,87.721923828125
2006-02-15,88.0309066772461
2006-02-16,88.69011688232422
2006-02-17,88.44981384277344
2006-02-21,88.23008728027344
2006-02-22,88.76568603515625
2006-02-23,88.63519287109375
2006-02-24,88.8617935180664
2006-02-27,88.89612579345703
2006-02-28,88.05150604248047
2006-03-01,88.83430480957031
2006-03-02,88.82743835449219
2006-03-03,88.41545867919922
2006-03-06,88.01033782958984
2006-03-07,87.87298583984375
2006-03-08,88.0583724975586
2006-03-09,87.46782684326172
2006-03-10,88.29871368408203
2006-03-13,88.46355438232422
2006-03-14,89.3905258178711
2006-03-15,89.78880310058594
2006-03-16,89.97421264648438
2006-03-17,90.04932403564453
2006-03-20,89.9045639038086
2006-03-21,89.33924865722656
2006-03-22,89.88389587402344
2006-03-23,89.69773864746094
2006-03-24,89.76669311523438
2006-03-27,89.63568878173828
2006-03-28,89.08418273925781
2006-03-29,89.6426010131836
2006-03-30,89.48402404785156
2006-03-31,89.50472259521484
2006-04-03,89.43575286865234
2006-04-04,90.00799560546875
2006-04-05,90.31819152832031
2006-04-06,90.2217025756836
2006-04-07,89.30477142333984
2006-04-10,89.44268798828125
2006-04-11,88.68433380126953
2006-04-12,88.84982299804688
2006-04-13,88.73261260986328
2006-04-17,88.69813537597656
2006-04-18,90.10450744628906
2006-04-19,90.2768325805664
2006-04-20,90.40093231201172
2006-04-21,90.41473388671875
2006-04-24,90.249267578125
2006-04-25,89.8769760131836
2006-04-26,89.89765167236328
2006-04-27,90.33197784423828
2006-04-28,90.63531494140625
2006-05-01,89.89765167236328
2006-05-02,90.57331085205078
2006-05-03,90.23551177978516
2006-05-04,90.55950164794922
2006-05-05,91.35917663574219
2006-05-08,91.24891662597656
2006-05-09,91.4281234741211
2006-05-10,91.3798828125
2006-05-11,90.2768325805664
2006-05-12,89.09796142578125
2006-05-15,89.2771987915039
2006-05-16,89.14620971679688
2006-05-17,87.45030212402344
2006-05-18,87.00910186767578
2006-05-19,87.62263488769531
2006-05-22,86.95391845703125
2006-05-23,86.29212188720703
2006-05-24,86.98152160644531
2006-05-25,88.05695343017578
2006-05-26,88.50504302978516
2006-05-30,86.9332504272461
2006-05-31,87.90530395507812
2006-06-01,88.7463607788086
2006-06-02,88.9324951171875
2006-06-05,87.6364517211914
2006-06-06,87.42269134521484
2006-06-07,86.76779174804688
2006-06-08,86.69195556640625
2006-06-09,86.41618347167969
2006-06-12,85.47863006591797
2006-06-13,84.48588562011719
2006-06-14,85.14083099365234
2006-06-15,86.94701385498047
2006-06-16,86.31346893310547
2006-06-19,85.63487243652344
2006-06-20,85.92568969726562
2006-06-21,86.56273651123047
2006-06-22,86.18185424804688
2006-06-23,86.16802978515625
2006-06-26,86.54888153076172
2006-06-27,85.80104064941406
2006-06-28,86.38270568847656
2006-06-29,88.12764739990234
2006-06-30,88.13459014892578
2006-07-03,88.4946517944336
2006-07-05,87.98917388916016
2006-07-06,88.24537658691406
2006-07-07,87.67064666748047
2006-07-10,87.83683776855469
2006-07-11,88.22460174560547
2006-07-12,87.2828598022461
2006-07-13,85.8633804321289
2006-07-14,85.5309829711914
2006-07-17,85.40632629394531
2006-07-18,85.84260559082031
2006-07-19,87.03360748291016
2006-07-20,86.4381103515625
2006-07-21,85.8287582397461
2006-07-24,87.39366149902344
2006-07-25,87.70524597167969
2006-07-26,87.82298278808594
2006-07-27,87.7398681640625
2006-07-28,88.61929321289062
2006-07-31,88.529296875
2006-08-01,88.093017578125
2006-08-02,88.68854522705078
2006-08-03,88.92395782470703
2006-08-04,88.77162170410156
2006-08-07,88.56391143798828
2006-08-08,88.22460174560547
2006-08-09,87.92684936523438
2006-08-10,88.19692993164062
2006-08-11,87.94762420654297
2006-08-14,88.016845703125
2006-08-15,89.06938934326172
2006-08-16,89.81031799316406
2006-08-17,90.03882598876953
2006-08-18,90.49585723876953
2006-08-21,90.10802459716797
2006-08-22,90.10111999511719
2006-08-23,89.85185241699219
2006-08-24,89.77566528320312
2006-08-25,89.88645935058594
2006-08-28,90.31580352783203
2006-08-29,90.41966247558594
2006-08-30,90.4750747680664
2006-08-31,90.46121215820312
2006-09-01,91.0013198852539
2006-09-05,91.1744384765625
2006-09-06,90.37118530273438
2006-09-07,89.95571899414062
2006-09-08,90.2118911743164
2006-09-11,90.30194854736328
2006-09-12,91.18828582763672
2006-09-13,91.55528259277344
2006-09-14,91.56217956542969
2006-09-15,91.77709197998047
2006-09-18,91.90229034423828
2006-09-19,91.67276000976562
2006-09-20,92.15959167480469
2006-09-21,91.71453094482422
2006-09-22,91.43629455566406
2006-09-25,92.13874816894531
2006-09-26,92.90380859375
2006-09-27,93.01507568359375
2006-09-28,92.9802474975586
2006-09-29,92.90380859375
2006-10-02,92.55606079101562
2006-10-03,92.75080108642578
2006-10-04,93.83576965332031
2006-10-05,94.01660919189453
2006-10-06,93.8983383178711
2006-10-09,93.95399475097656
2006-10-10,94.07918548583984
2006-10-11,93.96791076660156
2006-10-12,94.78163146972656
2006-10-13,95.02505493164062
2006-10-16,95.17108917236328
2006-10-17,94.87201690673828
2006-10-18,94.99723052978516
2006-10-19,95.1502456665039
2006-10-20,95.17108917236328
2006-10-23,95.6092529296875
2006-10-24,95.89446258544922
2006-10-25,96.22127532958984
2006-10-26,96.52033996582031
2006-10-27,95.9153060913086
2006-10-30,95.84573364257812
2006-10-31,95.83182525634766
2006-11-01,95.18500518798828
2006-11-02,95.1293716430664
2006-11-03,94.96245574951172
2006-11-06,96.03350830078125
2006-11-07,96.40210723876953
2006-11-08,96.61077117919922
2006-11-09,96.10302734375
2006-11-10,96.14481353759766
2006-11-13,96.3812484741211
2006-11-14,97.10454559326172
2006-11-15,97.38275146484375
2006-11-16,97.63318634033203
2006-11-17,97.6610107421875
2006-11-20,97.71659851074219
2006-11-21,97.81401062011719
2006-11-22,98.00871276855469
2006-11-24,97.61228942871094
2006-11-27,96.26998138427734
2006-11-28,96.68726348876953
2006-11-29,97.69573974609375
2006-11-30,97.73751068115234
2006-12-01,97.5218734741211
2006-12-04,98.26605224609375
2006-12-05,98.6903076171875
2006-12-06,98.60684967041016
2006-12-07,98.17562103271484
2006-12-08,98.35643768310547
2006-12-11,98.64163208007812
2006-12-12,98.56509399414062
2006-12-13,98.6694107055664
2006-12-14,99.53881072998047
2006-12-15,99.54789733886719
2006-12-18,99.27515411376953
2006-12-19,99.46397399902344
2006-12-20,99.40799713134766
2006-12-21,99.04434204101562
2006-12-22,98.43586730957031
2006-12-26,99.01636505126953
2006-12-27,99.6667709350586
2006-12-28,99.45698547363281
2006-12-29,99.04434204101562
2007-01-03,98.86949920654297
2007-01-04,99.07926177978516
2007-01-05,98.2890396118164
2007-01-08,98.74360656738281
2007-01-09,98.65972137451172
2007-01-10,98.98836517333984
2007-01-11,99.42201232910156
2007-01-12,100.17733001708984
2007-01-16,99.98149871826172
2007-01-17,100.02345275878906
2007-01-18,99.68777465820312
2007-01-19,99.88359832763672
2007-01-22,99.57584381103516
2007-01-23,99.86959075927734
2007-01-24,100.67385864257812
2007-01-25,99.49197387695312
2007-01-26,99.40098571777344
2007-01-29,99.34507751464844
2007-01-30,99.86259460449219
2007-01-31,100.53398132324219
2007-02-01,101.13545989990234
2007-02-02,101.2753677368164
2007-02-05,101.30332946777344
2007-02-06,101.33129119873047
2007-02-07,101.55513000488281
2007-02-08,101.42219543457031
2007-02-09,100.66690063476562
2007-02-12,100.32421112060547
2007-02-13,101.17039489746094
2007-02-14,101.83477020263672
2007-02-15,101.96768188476562
2007-02-16,101.918701171875
2007-02-20,102.13551330566406
2007-02-21,102.09357452392578
2007-02-22,102.01663208007812
2007-02-23,101.61801147460938
2007-02-26,101.527099609375
2007-02-27,97.56169128417969
2007-02-28,98.5617904663086
2007-03-01,98.2680435180664
2007-03-02,96.98121643066406
2007-03-05,96.05806732177734
2007-03-06,97.70154571533203
2007-03-07,97.6036605834961
2007-03-08,98.42888641357422
2007-03-09,98.45685577392578
2007-03-12,98.6037368774414
2007-03-13,96.68748474121094
2007-03-14,97.40779876708984
2007-03-15,97.54065704345703
2007-03-16,97.2675552368164
2007-03-19,98.4401626586914
2007-03-20,98.98078155517578
2007-03-21,100.6097412109375
2007-03-22,100.53255462646484
2007-03-23,100.67994689941406
2007-03-26,100.54659271240234
2007-03-27,100.3078384399414
2007-03-28,99.57760620117188
2007-03-29,99.68292236328125
2007-03-30,99.70401763916016
2007-04-02,99.81634521484375
2007-04-03,100.89059448242188
2007-04-04,101.00298309326172
2007-04-05,101.27680969238281
2007-04-09,101.41726684570312
2007-04-10,101.53658294677734
2007-04-11,101.1223373413086
2007-04-12,101.5716781616211
2007-04-13,102.03510284423828
2007-04-16,103.0040512084961
2007-04-17,103.27789306640625
2007-04-18,103.40425872802734
2007-04-19,103.37619018554688
2007-04-20,104.35216522216797
2007-04-23,103.95894622802734
2007-04-24,104.0011215209961
2007-04-25,104.95600128173828
2007-04-26,105.07536315917969
2007-04-27,104.99109649658203
2007-04-30,104.12045288085938
2007-05-01,104.38727569580078
2007-05-02,104.9981460571289
2007-05-03,105.56689453125
2007-05-04,105.96708679199219
2007-05-07,105.98814392089844
2007-05-08,105.84772491455078
2007-05-09,106.13565826416016
2007-05-10,105.02622985839844
2007-05-11,105.92496490478516
2007-05-14,105.6932601928711
2007-05-15,105.72136688232422
2007-05-16,106.44457244873047
2007-05-17,106.23389434814453
2007-05-18,107.16069793701172
2007-05-21,107.10453796386719
2007-05-22,107.02031707763672
2007-05-23,107.03436279296875
2007-05-24,106.06537628173828
2007-05-25,106.50772094726562
2007-05-29,106.89396667480469
2007-05-30,107.76454162597656
2007-05-31,107.6522445678711
2007-06-01,108.18585968017578
2007-06-04,108.1999282836914
2007-06-05,107.77161407470703
2007-06-06,106.61305236816406
2007-06-07,104.68919372558594
2007-06-08,106.05130004882812
2007-06-11,106.23389434814453
2007-06-12,105.07536315917969
2007-06-13,106.64815521240234
2007-06-14,107.32925415039062
2007-06-15,107.93990325927734
2007-06-18,107.81297302246094
2007-06-19,108.08092498779297
2007-06-20,106.57896423339844
2007-06-21,107.17131805419922
2007-06-22,106.16292572021484
2007-06-25,105.65516662597656
2007-06-26,104.56920623779297
2007-06-27,106.05713653564453
2007-06-28,106.04304504394531
2007-06-29,106.0782699584961
2007-07-02,107.03730010986328
2007-07-03,107.42513275146484
2007-07-05,107.31228637695312
2007-07-06,107.87642669677734
2007-07-09,107.96109008789062
2007-07-10,106.42382049560547
2007-07-11,107.17830657958984
2007-07-12,108.87075805664062
2007-07-13,109.19511413574219
2007-07-16,109.18099975585938
2007-07-17,109.12454986572266
2007-07-18,108.92711639404297
2007-07-19,109.35026550292969
2007-07-20,108.24317169189453
2007-07-23,108.57460021972656
2007-07-24,106.6917724609375
2007-07-25,106.91040802001953
2007-07-26,104.37882232666016
2007-07-27,102.32675170898438
2007-07-30,103.92752075195312
2007-07-31,102.75691986083984
2007-08-01,103.25758361816406
2007-08-02,104.08271789550781
2007-08-03,101.40303802490234
2007-08-06,103.10248565673828
2007-08-07,104.2025375366211
2007-08-08,105.65516662597656
2007-08-09,102.52423858642578
2007-08-10,102.04475402832031
2007-08-13,102.41138458251953
2007-08-14,100.84595489501953
2007-08-15,99.45670318603516
2007-08-16,100.20423889160156
2007-08-17,102.04475402832031
2007-08-20,101.99535369873047
2007-08-21,102.19983673095703
2007-08-22,103.41271209716797
2007-08-23,103.32109069824219
2007-08-24,104.597412109375
2007-08-27,103.62427520751953
2007-08-28,101.34661102294922
2007-08-29,103.33522033691406
2007-08-30,103.0601577758789
2007-08-31,104.07559204101562
2007-09-04,105.12635803222656
2007-09-05,104.21661376953125
2007-09-06,104.45640563964844
2007-09-07,103.00373077392578
2007-09-10,102.80632781982422
2007-09-11,104.00506591796875
2007-09-12,104.27307891845703
2007-09-13,105.00643157958984
2007-09-14,104.99935913085938
2007-09-17,104.43522644042969
2007-09-18,107.5097885131836
2007-09-19,108.14436340332031
2007-09-20,107.38280487060547
2007-09-21,107.67261505126953
2007-09-24,107.47420501708984
2007-09-25,107.2616958618164
2007-09-26,107.82850646972656
2007-09-27,108.46617126464844
2007-09-28,108.10477447509766
2007-10-01,109.32341766357422
2007-10-02,109.1746597290039
2007-10-03,108.95503997802734
2007-10-04,109.12508392333984
2007-10-05,110.42163848876953
2007-10-08,109.83357238769531
2007-10-09,110.86799621582031
2007-10-10,110.68385314941406
2007-10-11,110.15245819091797
2007-10-12,110.7617416381836
2007-10-15,109.82654571533203
2007-10-16,108.95503997802734
2007-10-17,109.28802490234375
2007-10-18,108.89126586914062
2007-10-19,106.0429916381836
2007-10-22,106.65943145751953
2007-10-23,107.52384948730469
2007-10-24,107.325439453125
2007-10-25,107.58049774169922
2007-10-26,108.84168243408203
2007-10-29,109.2030029296875
2007-10-30,108.44486999511719
2007-10-31,109.57144927978516
2007-11-01,107.0066146850586
2007-11-02,107.12706756591797
2007-11-05,106.31230163574219
2007-11-06,107.74349975585938
2007-11-07,104.79608154296875
2007-11-08,104.26467895507812
2007-11-09,102.83349609375
2007-11-12,101.81319427490234
2007-11-13,104.91654205322266
2007-11-14,104.62600708007812
2007-11-15,103.11689758300781
2007-11-16,103.2940444946289
2007-11-19,101.85570526123047
2007-11-20,102.47920227050781
2007-11-21,100.38203430175781
2007-11-23,102.11788940429688
2007-11-26,99.86477661132812
2007-11-27,101.01261901855469
2007-11-28,104.24339294433594
2007-11-29,104.27883911132812
2007-11-30,105.32748413085938
2007-12-03,104.63311767578125
2007-12-04,103.6978988647461
2007-12-05,105.4337387084961
2007-12-06,106.94284057617188
2007-12-07,106.92158508300781
2007-12-10,107.75057220458984
2007-12-11,104.79608154296875
2007-12-12,105.83048248291016
2007-12-13,105.61083984375
2007-12-14,104.27180480957031
2007-12-17,102.78388214111328
2007-12-18,103.3577880859375
2007-12-19,103.3577880859375
2007-12-20,104.00962829589844
2007-12-21,105.50897979736328
2007-12-24,106.29248809814453
2007-12-26,106.52037811279297
2007-12-27,105.18128967285156
2007-12-28,104.91776275634766
2007-12-31,104.14140319824219
2008-01-02,103.2296371459961
2008-01-03,103.1798324584961
2008-01-04,100.6512451171875
2008-01-07,100.56576538085938
2008-01-08,98.94178771972656
2008-01-09,99.98171997070312
2008-01-10,100.6369857788086
2008-01-11,99.8250503540039
2008-01-14,100.62986755371094
2008-01-15,98.41468048095703
2008-01-16,97.56710052490234
2008-01-17,95.03853607177734
2008-01-18,94.06271362304688
2008-01-22,93.10828399658203
2008-01-23,95.34478759765625
2008-01-24,96.1496810913086
2008-01-25,94.7607650756836
2008-01-28,96.32774353027344
2008-01-29,96.80500030517578
2008-01-30,96.09272766113281
2008-01-31,97.8448715209961
2008-02-01,99.41902160644531
2008-02-04,98.16544342041016
2008-02-05,95.53715515136719
2008-02-06,94.76786804199219
2008-02-07,95.3946762084961
2008-02-08,94.78211975097656
2008-02-11,95.26647186279297
2008-02-12,96.1496810913086
2008-02-13,97.13260650634766
2008-02-14,96.2779312133789
2008-02-15,96.25650787353516
2008-02-19,96.52718353271484
2008-02-20,96.8121109008789
2008-02-21,96.0072021484375
2008-02-22,96.59844207763672
2008-02-25,97.81639862060547
2008-02-26,98.55007934570312
2008-02-27,98.45033264160156
2008-02-28,97.48873901367188
2008-02-29,95.31634521484375
2008-03-03,95.0884017944336
2008-03-04,94.72513580322266
2008-03-05,95.32347106933594
2008-03-06,93.35042572021484
2008-03-07,92.38887023925781
2008-03-10,91.17086029052734
2008-03-11,94.4473648071289
2008-03-12,93.56410217285156
2008-03-13,93.77069091796875
2008-03-14,92.3176498413086
2008-03-17,91.38458251953125
2008-03-18,95.18099975585938
2008-03-19,92.82333374023438
2008-03-20,94.542724609375
2008-03-24,96.43241882324219
2008-03-25,96.52546691894531
2008-03-26,95.34443664550781
2008-03-27,95.04378509521484
2008-03-28,94.13472747802734
2008-03-31,94.46397399902344
2008-04-01,97.78530883789062
2008-04-02,97.84968566894531
2008-04-03,98.09304809570312
2008-04-04,97.98570251464844
2008-04-07,98.03579711914062
2008-04-08,97.93558502197266
2008-04-09,97.22697448730469
2008-04-10,97.36296844482422
2008-04-11,95.47329711914062
2008-04-14,95.15113830566406
2008-04-15,95.373046875
2008-04-16,97.95708465576172
2008-04-17,98.10023498535156
2008-04-18,99.12379455566406
2008-04-21,99.1739501953125
2008-04-22,98.73731994628906
2008-04-23,98.579833984375
2008-04-24,99.00931549072266
2008-04-25,99.925537109375
2008-04-28,99.947021484375
2008-04-29,99.55329132080078
2008-04-30,98.96635437011719
2008-05-01,101.0135498046875
2008-05-02,101.29265594482422
2008-05-05,100.80596923828125
2008-05-06,101.67921447753906
2008-05-07,99.86827087402344
2008-05-08,99.61056518554688
2008-05-09,99.42444610595703
2008-05-12,100.54113006591797
2008-05-13,100.55545806884766
2008-05-14,100.76299285888672
2008-05-15,102.0228271484375
2008-05-16,102.11588287353516
2008-05-19,102.39507293701172
2008-05-20,101.56475830078125
2008-05-21,99.84677124023438
2008-05-22,99.86111450195312
2008-05-23,98.5225601196289
2008-05-27,99.25270080566406
2008-05-28,99.71080017089844
2008-05-29,100.21186065673828
2008-05-30,100.4623794555664
2008-06-02,99.42444610595703
2008-06-03,98.84469604492188
2008-06-04,98.7945556640625
2008-06-05,100.7701416015625
2008-06-06,97.55623626708984
2008-06-09,97.7924575805664
2008-06-10,97.30570983886719
2008-06-11,95.87410736083984
2008-06-12,96.23916625976562
2008-06-13,97.45599365234375
2008-06-16,97.51327514648438
2008-06-17,97.04088592529297
2008-06-18,96.09603118896484
2008-06-19,96.2176742553711
2008-06-20,94.65595245361328
2008-06-23,94.56239318847656
2008-06-24,94.3753433227539
2008-06-25,94.82134246826172
2008-06-26,92.2459945678711
2008-06-27,91.742431640625
2008-06-30,92.06617736816406
2008-07-01,92.35392761230469
2008-07-02,90.77128601074219
2008-07-03,90.86476135253906
2008-07-07,89.93677520751953
2008-07-08,91.53382110595703
2008-07-09,89.77134704589844
2008-07-10,90.1382064819336
2008-07-11,89.08792114257812
2008-07-14,88.2822265625
2008-07-15,87.0376968383789
2008-07-16,89.17424774169922
2008-07-17,90.06626892089844
2008-07-18,90.62740325927734
2008-07-21,90.67777252197266
2008-07-22,91.70645904541016
2008-07-23,92.20281982421875
2008-07-24,90.28927612304688
2008-07-25,90.26769256591797
2008-07-28,88.94404602050781
2008-07-29,90.84318542480469
2008-07-30,92.46180725097656
2008-07-31,91.23884582519531
2008-08-01,90.75686645507812
2008-08-04,89.91519165039062
2008-08-05,92.33952331542969
2008-08-06,92.74956512451172
2008-08-07,91.36833953857422
2008-08-08,93.06607818603516
2008-08-11,94.03006744384766
2008-08-12,93.05168914794922
2008-08-13,92.4905776977539
2008-08-14,93.18836975097656
2008-08-15,93.64160919189453
2008-08-18,92.361083984375
2008-08-19,91.35395050048828
2008-08-20,91.77838134765625
2008-08-21,91.93666076660156
2008-08-22,93.26749420166016
2008-08-25,91.37554168701172
2008-08-26,91.6417007446289
2008-08-27,92.53372955322266
2008-08-28,93.65596008300781
2008-08-29,92.64886474609375
2008-09-02,92.07332611083984
2008-09-03,91.99418640136719
2008-09-04,89.22461700439453
2008-09-05,89.50516510009766
2008-09-08,91.35395050048828
2008-09-09,88.64190673828125
2008-09-10,89.00157928466797
2008-09-11,90.28927612304688
2008-09-12,90.7065200805664
2008-09-15,86.39026641845703
2008-09-16,87.8362045288086
2008-09-17,83.8868179321289
